"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.386104296155","568.807295439343","1391.16654315168","4107.29676994743","161.163917579159","19.5917703052133","17.7359944945837","10.6984977562983","0.0538040809325366","-1.37367599828147","4.02796948177824","2.35739901911141","4.5985157283794","6.27859410767147","3.20875666635281","4.61801250818827","4.2778755387818","5.98956236068734","2.49725307891563","7.76871548067652","4.28154999826118","5.34580441814725","3.36682464224465","2.30918242990974","1.21390990471085","0.268575076501392","2.15064189848613","2.78770951425761","1.06562263923419","1.80659270159933","6.90051365787157","7.98587852828175","2.67300354889213","1.16126853559066",
"American Samoa","ASM","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36505293715847","-3.25907462221531","-1.36558343263874","2.81367521367521","3.16061220726536","11.0593351972663","25.776397515528","-15.3648895532304","-0.52356020942409","17.3684210526316","2.24358974358974","-0.962160294226521","1.4697327650683","1.40582171236608","-1.94089005769675","1.69536107125778","1.74828930007058","6.72878072142282","4.8425556863277","14.1527648578811","","",
"Antigua and Barbuda","ATG","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09763423897181","3.10699169399872","2.93098407023224","2.31581033389783","3.58825349893796","3.04812389047835","3.41062587603929","2.53022449283509","2.68069567063766","2.01107899387343","1.53551541337367","2.06377797050716","1.27445123153045","-0.479330043859861","2.34864791991988","4.67849833132598","1.11767223101916","4.36932052926873","4.7383581938649","1.109636064732","1.60741690564493","1.13459175890502","2.55082056964062","-2.28757187039086","1.77707213641139","2.80180153658335","-0.475117518871471","0.31653179289151","1.44421842084309","0.712335041612306","0.781653570303064","4.91927458082348","6.78027470784266","4.91194084907252","6.31892058109041",
"Australia","AUS","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.09458983592408","3.02017557973888","1.47902574629622","0.867377619434805","1.01880233824261","2.28914316458206","2.71144222672184","1.27279080728206","1.13564190464284","0.475365976445929","2.5507652827131","4.63074057685395","2.84035444214652","2.98554508941196","3.23229936195307","3.82548066795754","5.11533977799769","4.98605173231132","4.56978290693471","4.94917908012782","1.15377249328591","6.20197668065047","1.8056989221342","-0.163600551424906","1.40539601622476","-0.623858470510584","-0.663157619625991","3.65318441813452","1.86901478899458","3.46820261012924","1.88550119010648","3.0799498600023","7.17553361510235","6.51199894950456","2.6265456903831",
"Austria","AUT","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99968051452424","3.64187130431861","3.47909350597352","2.75708415524119","2.52494338617741","1.81391797405659","0.960435922758222","1.26254390282013","0.482062104538755","0.219322750162448","1.36731376651514","1.93728378622546","1.10421528982809","1.26700269317527","1.72796196359026","2.53196784657297","2.04461997957617","2.25927088756023","1.93379071320683","1.73939280154138","0.891338694909649","1.81993743804168","2.09166476490424","1.70872288191161","2.00674413208939","2.29263470154871","1.81475082333313","0.975317906732371","1.81047996133594","1.47368502823586","2.59313253599376","1.9261293509801","4.75477807605142","6.64765359130317","3.05059409777735",
"Azerbaijan","AZE","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5495126683364","1065.32923018531","747.12452012683","1386.06739767987","545.656352266205","26.4191629382316","9.24250444099582","-0.96513336719066","2.16214167529371","12.4927738128452","2.51501038871749","4.21438616378043","6.96146511586679","9.2519655783619","14.7234965538356","11.3291885424108","20.5824828182699","27.9710363087023","-18.8992283768538","13.8276655951811","24.6069500302329","2.84498257716874","0.413164057278522","-1.33020442312517","-8.80961552629613","14.6283390014427","16.226204566647","12.1844329641443","-0.221652923789676","-7.49363332447324","21.5888365820726","37.2707210689435","-9.32261489254115","-1.40817217070439",
"Burundi","BDI","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.98556154520156","4.09314079275475","5.40176069954681","7.74264567579905","6.63844545647953","16.1027117424962","14.4531114060499","32.3977892307747","11.4505560048054","14.9541402608853","13.1788357555569","13.7164067920133","1.02785857373888","11.9457486448591","13.1461593314354","18.8415894769233","2.84566633376673","8.27337562886336","24.2157937434401","10.4587965254196","8.56155516425477","8.36425019828808","14.294071682425","7.9531039994456","5.30565602774391","21.3187470230149","0.97317644189674","11.4491826066034","-2.85085930198137","0.851867434051655","5.9665023314011","8.51671971494707","18.3317223148693","10.8749340609701","9.86027454978253",
"Belgium","BEL","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.81240381117954","2.87662434284985","3.42452475554731","3.99323167827308","2.09430484552642","1.22076961059385","0.476638370360092","0.757610794464298","1.80561940538095","0.598922533902964","2.01459208675317","1.98281811777269","1.63999808262712","1.85011626988718","1.91498861024229","2.08307333949642","2.26471618933262","1.93167835957435","1.90886937353629","0.781821174283053","1.70310444520605","2.29252172328242","2.20573642403188","1.41248965471736","0.840395740063599","1.12183851916816","1.89528913569444","1.98316343604859","1.71728236623039","1.85424076568934","1.59611667576401","2.74262712757394","6.84397581715184","4.5081215034371","1.943705486125",
"Benin","BEN","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.17659692554506","0.756620150311463","3.0251344649124","2.37832182418319","33.5039766194323","15.0994519080227","6.90729366487193","3.66750917412438","5.23160474756106","8.5432604894055","4.3410556635676","1.97028558167254","3.55421325456054","3.06170412441227","0.769711003809874","4.29366413526147","2.09431707279076","0.390153238195737","6.43415220578032","2.53969206095486","0.880885670477909","3.73308304042652","7.69890807691425","1.39729839455183","-0.247782653882282","0.85150426118021","0.683591111274652","-0.367897725119164","0.670447614217636","-0.39755379308734","2.87803228859791","1.61872506665755","4.13899447875367","3.38561739537163","1.57105014461685",
"Burkina Faso","BFA","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.81001541960049","-3.96778074755804","0.227059619996879","-1.44183978328999","14.6389618841227","6.76956903796038","0.348705151128442","1.55619984983713","7.94031603070835","17.3908245064623","-0.819773185220825","3.96155291715017","3.05698609068348","1.48472881492427","0.0906485898375564","3.73938539728054","-0.662826822466556","2.49234918341701","9.15980043749074","2.40550487042772","3.77961872815705","6.73800480732596","5.82399948795916","-2.12917117768745","-0.620386925840478","-2.22395417919314","2.60429919226561","1.41629727998107","1.07396688968345","0.51290051556127","6.46559578788029","0.112863112943955","5.88896511236759","1.99804752407688","8.92214122906172",
"Bangladesh","BGD","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53273529225868","2.72953199538708","2.58216189991052","0.155518172723973","3.96621631555998","7.14493870340395","4.23450361623648","3.80023220091314","4.73621256184072","3.78103773665002","3.44665934914798","3.26116013222439","3.8928674350377","5.81581664789621","4.5621363796936","4.58636070641845","5.87593581109938","6.47126010502515","7.86096609394262","6.76435468091874","7.14466302810841","7.85945085272492","8.16457367624635","7.17495343232414","5.66878852513904","5.87277704102323","6.72785241008975","5.04759758203714","5.80553876704575","3.65813755162172","3.84106338588026","4.1211747067957","5.04902187883131","6.89712404003441","6.88285246953487",
"Bulgaria","BGR","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.188000659147","226.537859885414","59.5786494277428","51.0910539201716","72.7049682652276","135.95561887713","62.9662451838659","913.213096376198","33.9510300748266","3.31913809004136","7.38083885101","6.11773237385735","3.84837869171173","2.18941082692299","5.58155791993171","6.59425897441935","6.75647490079174","11.0514316831737","8.10345619465454","3.9380183620588","0.764129878916592","6.11283035981589","1.11217885256747","0.0719518095394278","1.34078287386647","2.94774648723617","3.32355920411145","4.81312131224342","4.25525729817191","5.23548704810747","4.34103862385629","6.96662433933332","15.9183596891222","7.98419924336682","6.52303607443359",
"Bahrain","BHR","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82669555236323","-1.88252355847868","-3.53265265588986","-3.02581483268847","7.3311873328352","1.09066935081475","0.196719805867332","0.93171690005731","-7.05741179146182","2.65643714465511","14.3225240993621","-3.36382852821167","3.41434955253743","8.60258132069791","10.9910834144862","13.7349683516937","8.84243733151141","8.43563185022495","11.3650917395462","-12.9939410116026","12.0069509099953","9.48596325068939","2.93394725551211","0.499828956383851","-1.44043683471969","-8.75667340246945","0.35724777804711","4.61583421430929","4.21271352571605","0.164802199458762","-5.8288484641256","9.20840263580602","7.13488879900781","-4.28437217979031","0.31670294113934",
"Bahamas, The","BHS","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.07371104738799","2.556539887887","3.90556543657969","-0.851983747862761","2.18336657794642","0.802435337290049","0.984243640773144","1.92767477035522","3.0492","4.95093892443033","0.92270742527738","0.353150704560917","3.96047432502201","1.15487905427804","1.19499759116476","5.05600839849254","0.828194507426659","2.94796581175521","1.48861068805519","-1.03638031397996","-0.392565565624793","-0.858605322784499","2.10563428560235","0.593992408466676","4.40807478656231","5.22190586164648","1.53985548370244","1.3472919743662","0.578705837882666","4.4475744235402","-2.32343515150937","-1.22081251287933","4.12458842894918","6.63956583586531","0.288575552350039",
"Bosnia and Herzegovina","BIH","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4724077601571","1362.0287835516","7544.81368150569","49.1182675614766","13.3824463507885","1.63963391457347","11.1492939468364","-2.4396946739963","8.43332373993806","5.89274120330811","4.72611761621648","5.00786637251515","1.41086147967751","2.16197157775764","6.18901576798206","7.80012735973601","6.19756939107606","7.33535128597794","0.18546652937485","1.40629396620604","2.43252790824482","0.795773347301477","-0.224122003175367","1.00033721930362","1.36573070914964","1.33330596746471","1.77870702677497","2.79162490401892","2.47150468459363","0.0621425496305932","4.96460441570017","11.8088401064015","7.29122677163825","0.145180866421896",
"Belarus","BLR","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.376705424937","1030.7768089989","1058.71449935935","1945.74860475852","661.504076037325","53.7143274227249","71.6495748061292","76.5804462146549","316.793434989392","185.290761160986","79.5345724630842","44.8937387740736","30.6853215758338","22.6751224240665","18.9721605980983","10.7486157382241","12.8727022275728","21.2135360826553","9.25866194162666","11.3403098820794","70.7612909673781","75.241666649321","21.2630002535447","18.192598477073","16.0224937778594","8.34191705022155","8.62314740427041","12.1392299761097","8.5769890965353","11.8774650823508","15.3265736950523","14.8848623664839","8.04676215128896","8.76787131955035",
"Belize","BLZ","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17286616677363","-2.3721033117321","3.43668966895795","1.87610848225768","2.60383658195195","5.28170880963582","2.74603158310431","-1.52046077562431","2.43785985479757","-1.65702215463904","1.44428759552335","-1.9214546052185","0.691897818951915","-4.10750365836","2.14174873146229","3.00344412152837","3.22145168702571","3.80629927037283","3.60557468225117","-2.51886906561739","2.2485368571529","4.91658876106118","0.741764529847956","1.92028288137456","1.11425408928791","-0.304580065916582","2.09427966302344","3.03291030935591","0.0777284726732006","-0.11783540640397","-0.652000223707887","0.630768469073601","7.25244797063618","6.50970161380764","5.9975571008042",
"Bermuda","BMU","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.03357232192793","6.43059116205716","2.81388110098526","5.19630458908094","1.95956796770183","4.17846351515574","29.3646976052491","4.02390310161174","2.74155110645576","2.7121512028961","-4.23635614734731","-1.36919574128204","8.58044229104615","2.82473952065922","4.6921425981385","6.7623747376536","5.3772","6.57489483173077","5.10891410236363","1.04358316995928","2.23622200255707","-1.15125598094265","6.69820369155734","1.65727319420499","3.01189087721518","2.95202006984243","4.37320384221451","-0.094833735989738","1.6111169764896","2.41849453612733","-0.423017236941263","1.18454131421106","1.44579348544707","3.84503523133317","2.51525875498291",
"Bolivia","BOL","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2679419830218","17.6894402203167","13.1992044095149","6.5571581914609","7.95220772509668","11.4272817104485","11.5802068693934","5.70504335822339","7.05112676533632","2.41156588906529","5.19540520801752","1.87009365776751","2.82075739734616","6.32999229252485","7.96770950924268","5.94079763021928","13.6636795403543","7.37335386111839","10.381181762675","-2.41989432827502","8.77750811554523","14.6023542400665","7.10027550115058","5.99538836854924","2.04949772560468","-4.62060225845632","-1.35487058059017","6.06139996218435","3.05626575345299","-0.693003271755344","-1.8543866829455","3.95611968532512","5.12446443182509","-0.505250417036535","8.53995671573371",
"Brazil","BRA","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2736.97067768831","416.678093932004","969.012962839962","1996.15024717719","2240.16886623198","93.9780430551367","18.4562437687673","7.72902341184411","4.92436158488788","8.0105008831072","5.60606514085735","8.22509432125631","9.79811223755975","14.0910215230394","7.75206076321267","7.43122475747793","6.77427408762492","6.43903810570731","8.77855272817531","7.31348274294028","8.42333833760436","8.31859222192008","7.94312693485261","7.50456453379576","7.84670975161919","7.56617500668908","8.10360437618169","3.67138450274919","4.4935343282916","4.22425886342708","6.47249962315726","13.0472708601388","8.57028196165616","5.15950107377019","3.79801408025078",
"Barbados","BRB","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72830835473779","4.49528301061679","2.12239379802732","5.19536614804925","2.20984256186101","1.01614903966443","2.5384172069346","0.91689754928943","8.70325677703254","4.43342286164921","-1.32283915557818","2.25538971803141","0.907855778497748","1.11587214253615","5.82814447916233","6.66772496346577","4.09637016688049","8.61226111131555","1.80693534790812","-1.82970501184533","18.8527289921361","3.66694041932899","-1.01754183582014","2.74359414985743","0.00746353844473902","-0.611165126966512","-0.967050709686362","3.36727197112887","3.25265217777908","2.14644727501501","5.1139219922773","2.32921875143295","0.664976976473824","3.18212980720116","2.70750628773237",
"Brunei Darussalam","BRN","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.73556985962955","-3.63340548298319","-1.99597149195178","-2.14230707000969","-2.4067437987094","9.00608865153572","-0.965394903565368","0.695854302302251","-13.9889900220022","10.4058180464333","2.37672035245946","-4.97305267701049","-0.135384149567656","6.30997052770057","16.5419530801955","20.5036158493576","9.94435222859258","4.69688854570667","16.0207669612963","-21.7392663171489","4.98008956509719","20.1807686846284","1.22025197904199","-2.82348952713912","-1.84601542355594","-17.6127432412634","-9.16949513646259","4.95526868232284","9.21562481534343","-3.33372764830381","-10.8637594994","15.4659284363945","24.2367266802876","-12.8472514374463","-2.20694638837061",
"Bhutan","BTN","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.20535307251815","8.94128443182349","8.92328949789606","8.51345079556727","12.3412550264215","8.28438258114403","8.11263279385479","12.9068748309096","10.69626709906","6.17025908404349","7.35019616806511","5.33733063358892","5.16519284946268","3.62430635824482","4.34588152352116","6.47920240139224","6.5751238535146","4.68817791442977","5.60618082505889","4.42409943446155","8.32696241504689","8.88020592126544","8.63679345640898","6.16413159810818","5.72222881975419","3.20977727445317","4.04891299347933","4.34963395866464","1.15086276370558","3.10800837414914","5.28737431349467","7.62801343058928","5.79485516979783","4.37406197211145","",
"Botswana","BWA","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30001828340927","5.17770993695599","6.63928085355347","13.0647004889209","9.46380470158942","7.15529485253452","16.1121954488091","4.99060848779871","9.96727081881656","14.2352084945169","14.1709669143697","8.31282499951298","1.18737069613121","3.25908437200664","10.0787886535731","15.4717065693105","7.47313102325575","6.02919765064402","9.37273025563468","15.1089337480839","7.68549223641305","12.6534473210831","3.01179657209867","1.53204505662097","11.9041068198399","3.73030582585568","11.9049111318198","-2.64993320543444","0.0566218685120532","0.508004124173738","4.37886680593209","8.38154386234471","14.6176767283936","1.73900386471155","2.77435103091167",
"Central African Republic","CAF","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83664510564687","-0.389815607540783","2.78264702243938","-3.43302031766279","24.4125696821529","9.89797585830159","-3.54304573295389","0.823381000647387","-0.414154094982351","4.08471548975844","8.5066010783456","0.425938675009292","-2.37188170574854","1.33641863140784","-4.43978593836373","4.18843708159385","3.33404593869069","1.83823165042337","7.07707072361423","0.711628390754186","4.21130931097511","4.00911505710052","6.18103617692616","2.48748677760067","11.8938033016777","2.70826310785282","2.98011408445534","6.44370628779525","-1.22411715845705","2.32783705140642","1.98216055627785","3.18576646900353","6.01877876738502","3.57480170924984","5.99995539933778",
"Canada","CAN","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35230171317748","3.05676981042184","1.47085090832458","1.28904285022769","1.4556309104514","2.26332580701256","1.67527500243989","1.14412833225038","-0.176225269281474","1.92385558641482","4.37419903632332","1.57367679192531","1.25752345464498","3.2497370189635","3.26087388991925","3.11663847078417","2.57017272496486","3.30054561773289","3.99631646454166","-2.3249220964199","2.84863779561802","3.24445514350185","1.21844374115912","1.74073793145678","1.94119897153296","-0.86765132022812","0.716978150638226","2.57101464490069","1.65111818043586","1.54607073393581","1.07081026105622","7.78502011074684","7.90676213077326","1.3572659269347","3.03631769454921",
"Central Europe and the Baltics","CEB","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.603621416078","5.40910470179854","2.12463504842407","2.3220240599701","1.18438701312984","0.737757785188606","0.280022456104035","-0.476483395453755","-0.18925919082605","0.0437707881498994","1.36728532051116","0.974383300668862","-0.249463726850706","1.17975918981293","0.296627357599306","0.924638172501943","2.15025801610366","2.37706137172079","1.44992804927122","0.457543871655417","0.312736587500311","-0.0204528671541055","0.0637202441155154","-0.0868425914429025","-0.653123790175485","-1.26505684971447","-0.583291614274671","-0.367869167376838","0.7642890502011","-0.103895024279751","-0.699187710432241","1.32150134679586","3.04005221804387","0.896277329147281","1.28874464525617",
"Channel Islands","CHI","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.31458551003772","3.36234678173879","5.45465641869509","2.0381662432797","1.77877481331676","3.03415136326961","1.39650518174845","3.06230638713929","4.30931215813087","2.95476644134244","2.83334983295387","0.21684063582002","7.35832232268851","5.75258289973107","",
"Chile","CHL","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5536998320478","21.6172838175866","13.4168321758135","12.097380270755","13.8005945467807","11.0641624377782","3.2486594640559","3.33058050309059","0.778990206742662","2.18776787074258","4.56004348660028","4.27714698187522","3.34066037242444","4.30030088388355","7.02476170663786","7.12031535233233","12.3498959208792","5.08875706689086","0.311132498734963","3.57779504174319","8.85744148942345","3.26051486618304","0.763466680663043","2.26077060922354","5.85289162562634","4.95436553002575","4.56065603684756","4.82819188620873","1.59019973716229","2.56778721379496","9.66572269693961","6.86882637051349","7.5601573866271","6.58777169908957","7.71495965879036",
